type,price,beds,bath,propertysqft,state,administrative_area_level_2,locality,sublocality,street_name,latitude,longitude,dist_to_center_km,geo_cluster,density_listings_per_km2
House for sale,750000,3,2.0,1868.0,"East Flatbush, NY 11203",United States,New York,Kings County,Brooklyn,40.6359284,-73.9409763,10.155512220489362,11,6.394552843101725
Pending,299999,3,1.0,2184.207862,"New York, NY 10023",New York,New York County,New York,Manhattan,40.7810583,-73.9808407,7.880354688341111,0,10.681622680583425
Condo for sale,690000,2,2.0,942.0,"Brooklyn, NY 11204",New York,Kings County,Brooklyn,Bensonhurst,40.6088021,-73.9805695,11.76132208815365,15,5.326401437908634
House for sale,1200000,4,3.0,2052.0,"Staten Island, NY 10304",United States,New York,Richmond County,Staten Island,40.59194,-74.1087406,15.991554475975772,2,5.325604706992886
Condo for sale,368000,3,1.0,2184.207862,"Bayside, NY 11360",New York,Queens County,Queens,Bayside,40.7781488,-73.782075,20.21528991529051,7,5.340007361230047
Pending,750000,4,3.0,2184.207862,"Cambria Heights, NY 11411",United States,New York,Queens County,Queens,40.6921975,-73.7287999,23.47933533624148,4,1.066718015235602
House for sale,548800,3,4.0,1440.0,"Staten Island, NY 10301",United States,New York,Richmond County,Staten Island,40.6409456,-74.0859933,10.456774745339873,2,5.3295923710930575
Pending,1688000,4,3.0,2880.0,"Whitestone, NY 11357",United States,New York,Queens County,Queens,40.7897224,-73.8045254,19.00495959814154,7,7.4771358764179086
House for sale,669999,4,2.0,1196.0,"Staten Island, NY 10308",United States,New York,Richmond County,Staten Island,40.5598117,-74.1585168,21.331158562429497,17,5.32242178600499
House for sale,930000,3,2.0,2184.207862,"Woodside, NY 11377",United States,New York,Queens County,Queens,40.7555333,-73.9016851,9.991549423755275,18,8.541440986855923
Co-op for sale,259000,1,1.0,570.0,"Brooklyn, NY 11209",New York,Kings County,Brooklyn,Bay Ridge,40.6343667,-74.0311335,8.975273255274395,19,18.117899722098507
Multi-family home for sale,799000,3,2.0,2184.207862,"Brooklyn, NY 11236",United States,New York,Kings County,Brooklyn,40.638624,-73.911936,11.443561948458205,11,2.1315176143672416
Condo for sale,475000,1,1.0,739.0,"Brooklyn, NY 11235",New York,Kings County,Brooklyn,Brighton Beach,40.5789422,-73.9632143,15.3158045622113,15,18.101642317847244
Co-op for sale,159000,2,1.0,1010.0,"Bronx, NY 10469",United States,New York,Bronx County,The Bronx,40.8762047,-73.8603621,21.919119440991217,3,4.278452318938536
House for sale,765000,3,4.0,1888.0,"Staten Island, NY 10302",United States,New York,Richmond County,Staten Island,40.6311627,-74.1422028,14.640740669494964,13,2.1315176143672416
Multi-family home for sale,1399000,6,2.0,2184.207862,"Middle Village, NY 11379",United States,New York,Queens County,Queens,40.721725,-73.8839773,10.331719015017757,18,4.268794824662713
Co-op for sale,1895000,2,2.0,2184.207862,"Brooklyn, NY 11215",New York,Kings County,Brooklyn,Park Slope,40.673976,-73.973535,5.11160604932761,5,5.331989787398161
Condo for sale,799000,1,1.0,684.0,"New York, NY 10016",New York,New York County,New York,Manhattan,40.746232,-73.978689,4.372148274695028,12,34.16062624602838
Contingent,699000,3,2.0,1312.0,"Staten Island, NY 10308",United States,New York,Richmond County,Staten Island,40.5513508,-74.1356934,21.02538263087201,17,4.2579374288094085
Townhouse for sale,1290000,3,2.0,1998.0,"Brooklyn, NY 11223",United States,New York,Kings County,Brooklyn,40.6021136,-73.9764056,12.558409718162828,15,11.718083163413901
Condo for sale,1439000,4,2.0,1625.0,"Brooklyn, NY 11205",New York,Kings County,Brooklyn,Bedford-Stuyvesant,40.6972584,-73.9569997,4.477403473631033,8,4.266872060936979
Multi-family home for sale,1199000,4,3.0,1848.0,"Fresh Meadows, NY 11366",United States,New York,Queens County,Queens,40.7349473,-73.7733194,19.762168583955415,4,4.269436391225827
Contingent,619888,3,2.0,1400.0,"Staten Island, NY 10306",United States,New York,Richmond County,Staten Island,40.5632116,-74.1002521,18.4369713951684,17,4.258573533046355
House for sale,1630000,7,4.0,2184.207862,"Little Neck, NY 11362",United States,New York,Queens County,Queens,40.7704732,-73.7318799,23.967956579507096,4,3.204004416738028
Co-op for sale,845000,1,1.0,2184.207862,"New York, NY 10019",New York,New York County,New York,Manhattan,40.7659315,-73.9773407,6.382332900482131,0,21.35681514725165
House for sale,285000,3,2.3738608579684373,1536.0,"Staten Island, NY 10301",United States,New York,Richmond County,Staten Island,40.6423112,-74.0943328,10.813068927702112,2,2.131836948439935
Multi-family home for sale,1590000,5,6.0,2184.207862,"Queens, NY 11417",11417,United States,New York,Queens County,40.6729954,-73.8373187,14.89431842293414,1,3.199193872434827
Co-op for sale,239000,2,1.0,798.0,"Howard Beach, NY 11414",New York,Queens County,Queens,Howard Beach,40.6649999,-73.84857,14.298299566477821,1,12.794856591869246
Condo for sale,1495000,2,2.0,1098.0,"Brooklyn, NY 11201",New York,Kings County,Brooklyn,Dumbo,40.702357,-73.9892037,1.83107721319728,12,8.535025319405422
Co-op for sale,173000,3,1.0,500.0,"Forest Hills, NY 11375",New York,Queens County,Queens,Flushing,40.7172419,-73.8336819,14.531672892197967,6,16.005575928308506
Co-op for sale,999995,2,1.0,2184.207862,"New York, NY 10003",New York,New York County,New York,Manhattan,40.7321997,-73.9888999,2.5942186114398704,12,23.481900151712175
Co-op for sale,228500,1,1.0,750.0,"Kew Gardens, NY 11415",New York,Queens County,Queens,Kew Gardens,40.7115099,-73.82872,14.942806003400662,10,7.469268766553473
Co-op for sale,425000,2,1.0,2184.207862,"Brooklyn, NY 11206",New York,Kings County,Brooklyn,Bushwick,40.699914,-73.936622,6.021040548984974,8,6.400308091405469
Condo for sale,945000,2,2.0,903.0,"Manhattan, NY 10030",New York,New York County,New York,Manhattan,40.816711,-73.94205,12.747968779551638,14,12.82374169822746
Co-op for sale,759000,2,2.0,2184.207862,"Bronx, NY 10463",New York,Bronx County,The Bronx,Riverdale,40.8890444,-73.9137075,21.081089749148287,9,25.67459249692015
Multi-family home for sale,1199000,4,4.0,2279.0,"Staten Island, NY 10308",United States,New York,Richmond County,Staten Island,40.545515,-74.156447,22.521154128916574,17,4.257301644225974
House for sale,2150000,4,2.3738608579684373,2184.207862,"Brooklyn, NY 11235",United States,New York,Kings County,Brooklyn,40.5790771,-73.9425262,15.804284538044973,15,6.3888149357107915
Multi-family home for sale,799000,6,2.3738608579684373,2000.0,"Bronx, NY 10470",United States,New York,Bronx County,The Bronx,40.9027802,-73.8540588,24.69398113520303,3,1.0700981470059219
Co-op for sale,359000,2,1.0,950.0,"Flushing, NY 11354",New York,Queens County,Queens,Flushing,40.7733297,-73.8274665,16.47804838584507,7,6.408008833484208
House for sale,1880000,3,5.0,1920.0,"Flushing, NY 11355",United States,New York,Queens County,Queens,40.7492709,-73.8119666,16.84499220037722,7,4.270078280748115
Co-op for sale,299900,1,1.0,2184.207862,"Bronx, NY 10463",New York,Bronx County,The Bronx,Spuyten Duyvil,40.880985,-73.9102329,20.364865360946755,9,25.67459249692015
Condo for sale,680000,2,1.0,640.0,"Brooklyn, NY 11232",New York,Kings County,Brooklyn,Sunset Park,40.6478661,-74.0006098,7.234622870348744,5,7.461429319530281
Multi-family home for sale,999990,6,4.0,2184.207862,"Queens Village, NY 11429",United States,New York,Queens County,Queens,40.7118837,-73.742941,22.172202897737307,4,4.268153580887699
Co-op for sale,895000,2,1.0,2184.207862,"Manhattan, NY 10065",New York,New York County,New York,Manhattan,40.7669715,-73.9674377,6.8439071170148615,0,32.03522272087748
House for sale,920000,5,4.0,2184.207862,"Brooklyn, NY 11203",United States,New York,Kings County,Brooklyn,40.6502862,-73.9343518,9.209851953561568,11,2.1321564431654116
Condo for sale,225000,3,1.0,2184.207862,"Brooklyn, NY 11207",New York,Kings County,Brooklyn,East New York,40.6570179,-73.8781548,12.437021815248617,1,3.1982346647521855
House for sale,699000,3,2.0,1008.0,"Staten Island, NY 10303",United States,New York,Richmond County,Staten Island,40.6306551,-74.1655807,16.265385035055896,13,6.394552843101725
For sale,2280000,2,2.0,1400.0,"New York, NY 10025",United States,New York,New York County,New York,40.7986579,-73.9679035,10.071824062507433,0,21.366462896878023
Co-op for sale,249000,2,1.0,900.0,"Bronx, NY 10471",New York,Bronx County,The Bronx,North Riverdale,40.9035132,-73.9002037,22.99988997709227,9,17.12157035209475
Condo for sale,2250000,3,1.0,1710.0,"Manhattan, NY 10013",New York,New York County,New York,Manhattan,40.7228727,-74.0083077,1.1367953277071996,12,10.671987061656782
Co-op for sale,325000,3,1.0,1200.0,"Brooklyn, NY 11235",New York,Kings County,Brooklyn,Sheepshead Bay,40.590397,-73.935927,14.838953423902694,15,10.651209413985772
House for sale,520000,4,2.0,1701.0,"Brooklyn, NY 11233",United States,New York,Kings County,Brooklyn,40.6781418,-73.9250576,7.836998636575906,8,6.398387744877794
Condo for sale,1399999,2,2.0,1041.0,"New York, NY 10016",New York,New York County,New York,Manhattan,40.7462651,-73.972462,4.6726241595753235,0,34.16062624602838
House for sale,1190000,3,2.0,1088.0,"Brooklyn, NY 11235",United States,New York,Kings County,Brooklyn,40.5787747,-73.9401956,15.903500308114968,15,6.3888149357107915
Contingent,899999,3,2.0,1784.0,"Staten Island, NY 10306",United States,New York,Richmond County,Staten Island,40.5788586,-74.11209,17.376297328972225,17,5.32401244642566
House for sale,685000,4,2.0,2625.0,"Saint Albans, NY 11412",United States,New York,Queens County,Queens,40.6946313,-73.7540488,21.334368177632676,4,5.333590076178009
Condo for sale,2150000,2,2.0,1711.0,"Manhattan, NY 10023",New York,New York County,New York,Manhattan,40.771979,-73.9889567,6.735243602822005,0,25.632035333904224
Multi-family home for sale,805000,6,2.0,2042.0,"Bronx, NY 10453",United States,New York,Bronx County,The Bronx,40.8527111,-73.9116009,17.470103261863716,9,3.207870325775277
Condo for sale,375000,1,1.0,387.0,"Brooklyn, NY 11232",New York,Kings County,Brooklyn,Sunset Park,40.6637079,-73.9949633,5.537549256687201,5,5.331190246612186
Multi-family home for sale,699000,4,2.0,2184.207862,"Jamaica, NY 11436",United States,New York,Queens County,Queens,40.6762104,-73.8013544,17.72643637319011,10,7.464785702357426
House for sale,1900000,4,2.0,1400.0,"Flushing, NY 11367",United States,New York,Queens County,Queens,40.7230171,-73.8231693,15.450454244093775,10,7.470390943169251
Land for sale,1100000,3,2.3738608579684373,2184.207862,"Corona, NY 11368",United States,New York,Queens County,Queens,40.7526719,-73.854675,13.499365663059262,6,9.609121110212913
House for sale,2250000,6,4.0,3432.0,"Brooklyn, NY 11235",United States,New York,Kings County,Brooklyn,40.5884214,-73.9412863,14.868844699934058,15,11.714578428474072
Co-op for sale,335000,2,1.0,2184.207862,"Little Neck, NY 11362",United States,New York,Queens County,Queens,40.7576854,-73.7298343,23.79791813333383,4,10.676801233583486
House for sale,1175000,3,2.3738608579684373,2184.207862,"Brooklyn, NY 11235",United States,New York,Kings County,Brooklyn,40.5790606,-73.9612505,15.342937207879572,15,18.101642317847244
Co-op for sale,689000,3,2.0,1500.0,"Queens, NY 11377",New York,Queens County,Queens,Flushing,40.7563916,-73.9071359,9.637626527458583,18,8.541440986855923
Co-op for sale,299000,1,1.0,2184.207862,"Kew Gardens, NY 11415",New York,Queens County,Queens,Kew Gardens,40.7123992,-73.8339305,14.502920047240154,6,16.005575928308506
House for sale,1265000,3,2.0,2184.207862,"Middle Village, NY 11379",United States,New York,Queens County,Queens,40.7151328,-73.8834603,10.331285666094702,6,6.402230371323403
Co-op for sale,189000,1,1.0,2184.207862,"Jamaica, NY 11432",New York,Queens County,Queens,Jamaica,40.7109831,-73.7970163,17.615503828990423,10,13.87149913788502
Pending,675000,3,2.0,1444.0,"Staten Island, NY 10306",United States,New York,Richmond County,Staten Island,40.5712145,-74.1132944,18.160828245285554,17,5.32401244642566
Co-op for sale,280000,3,1.0,2184.207862,"Manhattan, NY 10017",United States,New York,New York County,New York,40.7486808,-73.9705383,4.984657786661239,0,34.16062624602838
Condo for sale,655000,3,2.0,2184.207862,"Flushing, NY 11355",New York,Queens County,Queens,Flushing,40.7536461,-73.8313843,15.39798887334647,6,9.609121110212913
House for sale,900000,3,2.0,1248.0,"Staten Island, NY 10305",United States,New York,Richmond County,Staten Island,40.5981713,-74.0732699,13.95229019454584,2,2.130241882799864
House for sale,2399000,5,5.0,2184.207862,"Brooklyn, NY 11234",United States,New York,Kings County,Brooklyn,40.6115517,-73.9061979,14.057566686878843,11,4.261758855641042
Multi-family home for sale,1299000,5,2.0,2184.207862,"Brooklyn, NY 11232",United States,New York,Kings County,Brooklyn,40.658549,-73.9981704,6.068461617281414,5,3.1982346647521855
Co-op for sale,650000,2,1.0,1060.0,"New York, NY 10033",New York,New York County,New York,Manhattan,40.8511616,-73.9408472,16.333851687080188,14,2.138580217183518
House for sale,929000,3,2.0,1309.0,"Brooklyn, NY 11230",United States,New York,Kings County,Brooklyn,40.6174291,-73.9615134,11.249017379048391,15,4.261758855646462
House for sale,1030000,4,2.0,1624.0,"Fresh Meadows, NY 11365",United States,New York,Queens County,Queens,40.7320016,-73.8037556,17.176844727518795,10,2.1347181956129133
Co-op for sale,575000,3,2.0,1350.0,"Queens, NY 11375",New York,Queens County,Queens,Forest Hills,40.7313424,-73.8489073,13.398245795962657,6,13.875668271483937
Multi-family home for sale,589000,3,2.3738608579684373,1560.0,"Brooklyn, NY 11208",United States,New York,Kings County,Brooklyn,40.6758932,-73.8787634,11.48526768339718,1,6.398387744877794
Condo for sale,649000,3,2.0,1400.0,"Brooklyn, NY 11235",United States,New York,Kings County,Brooklyn,40.5895025,-73.9579253,14.297373978164643,15,6.38977005188682
Co-op for sale,599000,1,1.0,780.0,"Brooklyn, NY 11209",Kings County,Brooklyn,Fort Hamilton,Shore Road,40.6230753,-74.0403471,10.389001527017454,19,4.262396881716817
Pending,765000,4,2.0,2184.207862,"Little Neck, NY 11362",United States,New York,Queens County,Queens,40.7714061,-73.732929,23.910714180780136,4,3.204004416738028
Multi-family home for sale,790000,4,3.0,1784.0,"Bronx, NY 10461",United States,New York,Bronx County,The Bronx,40.8510197,-73.8533944,20.03277261905562,3,5.3464505429519935
Co-op for sale,240000,1,1.0,750.0,"Forest Hills, NY 11375",New York,Queens County,Queens,Forest Hills,40.7314663,-73.8527035,13.084399152242637,6,26.68397744512747
Condo for sale,1050000,4,2.0,2800.0,"Brooklyn, NY 11219",New York,Kings County,Brooklyn,Borough Park,40.6408974,-73.9954451,8.04460931707838,19,3.1977554226599025
Co-op for sale,154900,1,1.0,700.0,"Bronx, NY 10468",New York,Bronx County,The Bronx,Fordham Manor,40.8646563,-73.9082145,18.78558891611022,9,6.4167093209345865
Condo for sale,2449000,3,2.0,1744.0,"New York, NY 10028",New York,New York County,New York,Manhattan,40.7735704,-73.9461541,8.430992572079322,0,25.63203533393683
Co-op for sale,299000,1,1.0,850.0,"Flushing, NY 11367",New York,Queens County,Queens,Flushing,40.7313319,-73.8284665,15.102499290478628,6,8.538872782451653
Land for sale,299000,3,2.3738608579684373,2184.207862,"Brooklyn, NY 11236",United States,New York,Kings County,Brooklyn,40.6415965,-73.9105958,11.28782342336346,11,3.1977554226599025
Pending,1295000,1,1.0,2184.207862,"New York, NY 10023",New York,New York County,New York,Manhattan,40.7722757,-73.979081,6.991440643468473,0,9.612013250226312
Pending,599000,4,2.0,1348.0,"Bronx, NY 10461",New York,Bronx County,The Bronx,Pelham Bay,40.84296,-73.8312695,20.63819065797857,3,3.2073862349715254
House for sale,549000,2,2.0,1148.0,"Brooklyn, NY 11212",United States,New York,Kings County,Brooklyn,40.6658988,-73.9124097,9.45864595276049,8,4.264952197289749
Multi-family home for sale,1750000,6,3.0,2146.0,"Brooklyn, NY 11220",United States,New York,Kings County,Brooklyn,40.6432486,-74.0023432,7.7399190171763275,19,7.461429319530281
Condo for sale,595000,1,1.0,574.0,"Manhattan, NY 10027",United States,New York,New York County,New York,40.8080535,-73.9426066,11.86137693482181,14,9.616356923835605
Multi-family home for sale,1849000,6,3.0,2184.207862,"Bayside, NY 11361",United States,New York,Queens County,Queens,40.7688965,-73.7752498,20.41668092732425,7,5.339203786812912
Co-op for sale,1100000,2,1.0,980.0,"New York, NY 10024",New York,New York County,New York,Manhattan,40.7892103,-73.9780213,8.817270060312023,0,27.77221896955223
Multi-family home for sale,1280000,7,5.0,2460.0,"Woodhaven, NY 11421",United States,New York,Queens County,Queens,40.688312,-73.856322,12.908332743064515,1,2.1331158922004416
Co-op for sale,349000,2,1.0,2184.207862,"Kew Gardens, NY 11415",New York,Queens County,Queens,Jamaica,40.7050355,-73.8241699,15.350668151783653,10,5.334390824635174
Co-op for sale,399000,3,1.0,2184.207862,"New York, NY 10032",New York,New York County,New York,Manhattan,40.8323885,-73.9433069,14.30729552845113,14,7.482772238513862
House for sale,799999,5,4.0,2288.0,"Staten Island, NY 10308",United States,New York,Richmond County,Staten Island,40.5546818,-74.1625533,21.991985230665694,17,5.322421786011761
Condo for sale,789000,3,2.3738608579684373,800.0,"New York, NY 10013",New York,New York County,New York,Manhattan,40.7179262,-74.0005942,0.7297178864804688,12,4.268153580882268
Townhouse for sale,2850000,4,2.3738608579684373,1725.0,"Brooklyn, NY 11215",United States,New York,Kings County,Brooklyn,40.6622005,-73.9869853,5.850382728902724,5,7.463666345247566
